baseMean,log2FoldChange,lfcSE,pvalue,padj,name,countChange
58.2564863326402,1.22936068891744,0.295676076581677,6.13954287265935e-06,6.96663154980517e-05,tRF-18-KR6946D2,78.3334586210663
86.8790391895489,0.925862023342246,0.320069954374341,0.00160744903256974,0.00977864828146593,tRF-20-18YKISQI,78.1754155437123
162.285701775755,-0.874566772593703,1.08138940416547,0.0200978980781958,0.0760179564615695,hsa-miR-4326,-73.7722196774608
127.467996162513,0.650344939361098,0.297933295882384,0.0130369019139979,0.0536669458489764,hsa-miR-1270,72.5985583410896
106.51876285964,-1.64306567113005,0.308433684006168,3.3628430918056e-09,6.94776072740969e-08,hsa-miR-223-5p,-72.4140763447892
168.545543840107,0.510393904198771,0.156899064367582,0.000929884103082195,0.00606085174330359,hsa-miR-1254,71.5373125673888
54.4052926973916,1.17426953963355,0.354080073965958,0.000524557642879388,0.00372980921398006,tRF-21-LMK8J7K1B,68.3758032388142
665.614179838446,0.139089119642847,0.196795014951228,0.443245606021227,0.695393857655804,hsa-miR-550a-5p,67.3665589076182
269.679743037581,-0.413096491413812,0.21002032636013,0.031334255169365,0.109071981789962,hsa-miR-6842-3p,-67.1476314409317
292.083716790125,-0.368683270186838,0.506206541871729,0.231230552368953,0.468222895784852,hsa-miR-125b-5p,-65.8680791382376
185.410623319307,0.436912102826429,0.171244961458894,0.00775945298528351,0.0356251615047608,hsa-miR-3173-5p,65.5804422542417
344.389093909119,-0.303373289285674,0.141959045312331,0.0287398237957889,0.101516474375448,hsa-miR-589-5p,-65.311525822568
145.88277990177,-0.833739995262464,0.321624639541939,0.00306961111907594,0.0167642103510631,hsa-miR-144-5p,-64.0319130245539
